,ori,ncic_agency_name,state_abbr,city_name
439,AL0530100,MARION PD,AL,MARION
440,AL0530200,UNIONTOWN PD,AL,UNIONTOWN
441,AL0540000,PICKENS CO SO CARROLLTON,AL,CARROLLTON
442,AL0540100,ALICEVILLE PD,AL,ALICEVILLE
443,AL0540200,GORDO PD,AL,GORDO
444,AL0540300,REFORM PD,AL,REFORM
445,AL0540400,CARROLLTON PD,AL,CARROLLTON
446,AL0540500,PICKENSVILLE PD,AL,CARROLTON
447,AL0540700,24TH JUDIC CRT DRUG VIOL CRIME TASK FRC DA OFF,AL,REFORM
448,AL0550000,PIKE CO SO TROY,AL,TROY
449,AL0550100,TROY PD,AL,TROY
450,AL0550200,BRUNDIDGE PD,AL,BRUNDIDGE
451,AL0550300,TROY STATE UNIVERSITY CAMPUS POLICE TROY,AL,TROY
452,AL0560000,RANDOLPH CO SO WEDOWEE,AL,WEDOWEE
453,AL0560100,ROANOKE PD,AL,ROANOKE
454,AL0560200,WADLEY PD,AL,WADLEY
455,AL0560300,WEDOWEE PD,AL,WEDOWEE
456,AL0560400,SOUTHERN UNION STATE CC,AL,WADLEY
457,AL0560500,5TH JUD CIRCUIT NRCTS UN,AL,WEDOWEE
458,AL0570000,RUSSELL CO SO PHENIX CITY,AL,PHENIX CITY
459,AL0570100,PHENIX CITY PD,AL,PHENIX CITY
460,AL0570200,HURTSBORO PD,AL,HURTSBORO
461,AL0580000,SHERIFF'S OFFICE ASHVILLE,AL,ASHVILLE
462,AL0580100,PELL CITY PD,AL,PELL CITY
463,AL0580200,ASHVILLE PD,AL,ASHVILLE
464,AL0580300,RAGLAND CITY PD,AL,RAGLAND
465,AL0580400,SPRINGVILLE PD,AL,SPRINGVILLE
466,AL0580500,ODENVILLE PD,AL,ODENVILLE
467,AL0580600,MOODY PD MOODY,AL,MOODY
468,AL0580700,RIVERSIDE PD,AL,RIVERSIDE
469,AL0580800,MARGARET PD,AL,MARGARET
470,AL0580900,STEELE PD,AL,STEELE
471,AL0581000,BRANCHVILLE PD ODENVILLE,AL,BRANCHVILLE
472,AL0581200,ARGO POLICE DEPARTMENT,AL,TRUSSVILLE
473,AL0590000,SHELBY CO SO COLUMBIANA,AL,COLUMBIANA
474,AL0590100,CALERA PD,AL,CALERA
475,AL0590200,COLUMBIANA PD,AL,COLUMBIANA
476,AL0590300,MONTEVALLO PD,AL,MONTEVALLO
477,AL0590400,ALABASTER PD,AL,ALABASTER
478,AL0590500,VINCENT PD,AL,VINCENT
479,AL0590600,PELHAM PD,AL,PELHAM
480,AL0590700,HELENA PD,AL,HELENA
481,AL0590800,WILTON PD,AL,WILTON
482,AL0590900,HARPERSVILLE PD,AL,HARPERSVILLE
483,AL0591000,WILSONVILLE PD,AL,WILSONVILLE
484,AL0591100,UNIV OF MONTEVALLO CAMPUS POLICE MONTEVALLO,AL,MONTEVALLO
485,AL0600000,SUMTER CO SO LIVINGSTON,AL,LIVINGSTON
486,AL0600100,YORK PD,AL,YORK
487,AL0600200,LIVINGSTON PD,AL,LIVINGSTON
488,AL0600300,CUBA PD,AL,CUBA
489,AL0600400,EPES,AL,EPES
490,AL0600500,UNIVERSITY OF WEST ALABAMA CAMPUS POLICE,AL,LIVINGSTON
491,AL0610000,TALLADEGA CO SO TALLADEGA,AL,TALLADEGA
492,AL0610100,SYLACAUGA PD,AL,SYLACAUGA
493,AL0610200,TALLADEGA PD,AL,TALLADEGA
494,AL0610300,CHILDERSBURG PD,AL,CHILDERSBURG
495,AL0610400,LINCOLN PD,AL,LINCOLN
496,AL0610500,WALDO PD TALLADEGA,AL,TALLADEGA
497,AL0610600,TALLADEGA COLLEGE CAMPUS POLICE,AL,TALLADEGA
498,AL0611200,MUNFORD,AL,MUNFORD
499,AL0620000,SO DADEVILLE,AL,DADEVILLE
500,AL0620100,ALEXANDER CITY PD,AL,ALEXANDER CITY
501,AL0620200,DADEVILLE PD,AL,DADEVILLE
502,AL0620300,CAMP HILL PD,AL,CAMP HILL
503,AL0620400,CARRIVILLE PD EAST TALLASSEE,AL,EAST TALLASSEE
504,AL0620500,DAVISTON,AL,DAVISTON
505,AL0620600,NEWSITE PD,AL,DAVISTON
506,AL0620700,JACKSONS GAP,AL,JACKSONS GAP
507,AL0630000,TUSCALOOSA CO SO TUSCALOOSA,AL,TUSCALOOSA
508,AL0630100,TUSCALOOSA PD,AL,TUSCALOOSA
509,AL0630200,NORTHPORT PD,AL,NORTHPORT
510,AL0630300,UNIVERSITY OF ALABAMA PD UNIVERSITY,AL,TUSCALOOSA
511,AL0630500,TAYLOR HARDIN POLICE DEPARTMENT TUSCALOOSA,AL,TUSCALOOSA
512,AL0630700,VANCE PD,AL,VANCE
513,AL0630800,,AL,BROOKWOOD
514,AL0631100,LAKE VIEW POLICE DEPARTMENT,AL,LAKE VIEW
515,AL0631400,COALING,AL,COALING
516,AL0640000,WALKER CO SO JASPER,AL,JASPER
517,AL0640100,JASPER PD,AL,JASPER
518,AL0640200,CARBON HILL PD,AL,CARBON HILL
519,AL0640300,CORDOVA PD,AL,CORDOVA
520,AL0640400,DORA PD,AL,DORA
521,AL0640500,SUMITON PD,AL,SUMITON
522,AL0640600,PARRISH PD,AL,PARRISH
523,AL0640700,OAKMAN PD,AL,OAKMAN
524,AL0640800,NAUVOO PD,AL,NAUVOO
525,AL0640900,SIPSEY PD,AL,SIPSEY
526,AL0641100,BEVILL STATE COMM COLLEG,AL,SUMITON
527,AL0650000,WASHINGTON CO SO CHATOM,AL,CHATOM
528,AL0650100,MCINTOSH PD,AL,MCINTOSH
529,AL0650200,MILLRY PD,AL,MILLRY
530,AL0650300,CHATOM PD,AL,CHATOM
531,AL0660000,WILCOX CO SO CAMDEN,AL,CAMDEN
532,AL0660100,CAMDEN PD,AL,CAMDEN
533,AL0660200,PINE HILL PD,AL,PINE HILL
534,AL0670000,WINSTON CO SO DOUBLE SPRINGS,AL,DOUBLE SPRINGS
535,AL0670100,DOUBLE SPRINGS PD,AL,DOUBLE SPRINGS
536,AL0670200,HALEYVILLE PD,AL,HALEYVILLE
537,AL0670300,ADDISON PD,AL,ADDISON
538,AL0670400,ARLEY PD,AL,ARLEY
539,AL0670500,TOWN OF LYNN POLICE DEPARTMENT,AL,LYNN
540,ALAST0000,ST TROOPERS HDQ MONTGOMERY,AL,MONTGOMERY
541,ALAST0200,"STATE TROOPERS, MOBILE",AL,
542,ALAST0300,,AL,
543,ALAST2100,,AL,
544,ALATF0300,,FS,
545,ALATF0400,,FS,
546,ALATF0800,,FS,
547,ALATFBH00,,FS,
548,ALDEA0100,"DEA, BIRMINGHAM",AL,
549,ALDI00100,HORSEHOE BEND NMP,AL,
550,ALDI00200,NATCHEZ TRACE PARKWAY,AL,
551,ALDI00300,CREEK INDIAN POLICE DEPARTMENT ATMORE,AL,ATMORE
552,ALFBIBH00,,FS,
553,ALFBIMO00,,FS,
554,ALLEA0000,,AL,
555,ALPO00100,"U.S. POSTAL INSPECTION SERVICE, BIRMINGHAM",AL,
556,AM0010100,"DEPT OF PUBLIC SAFETY, PAGO PAGO",AS,
557,AR0010000,ARKANSAS CO SO STUTTGART,AR,STUTTGART
558,AR0010100,DE WITT PD,AR,DE WITT
559,AR0010200,STUTTGART PD,AR,STUTTGART
560,AR0010300,GILLETT PD,AR,GILLETT
561,AR0010500,,AR,ST. CHARLES
562,AR0020000,ASHLEY CO SO HAMBURG,AR,HAMBURG
563,AR0020100,CROSSETT PD,AR,CROSSETT
564,AR0020200,HAMBURG PD,AR,HAMBURG
565,AR0020300,WILMOT PD,AR,WILMOT
566,AR0030000,BAXTER CO SO MOUNTAIN HOME,AR,MOUNTAIN HOME
567,AR0030100,MOUNTAIN HOME PD,AR,MOUNTAIN HOME
568,AR0030200,COTTER PD,AR,COTTER
569,AR0030300,GASSVILLE PD,AR,GASSVILLE
570,AR0030400,LAKEVIEW POLICE DEPARTMENT LAKEVIEW,AR,LAKEVIEW
571,AR0030500,,AR,NORFORK
572,AR0040000,BENTON CO SO BENTONVILLE,AR,BENTONVILLE
573,AR0040100,BENTONVILLE PD,AR,BENTONVILLE
574,AR0040200,ROGERS PD,AR,ROGERS
575,AR0040300,SILOAM SPRINGS PD,AR,SILOAM SPRINGS
576,AR0040400,PEA RIDGE PD,AR,PEA RIDGE
577,AR0040500,GENTRY PD,AR,GENTRY
578,AR0040600,LOWELL PD,AR,LOWELL
579,AR0040700,GRAVETTE PD,AR,GRAVETTE
580,AR0040800,DECATUR PD,AR,DECATUR
581,AR0040900,CAVE SPRINGS POLICE DEPARTMENT CAVE SPRINGS,AR,CAVE SPRINGS
582,AR0041100,SULPHUR SPRINGS POLICE DEPARTMENT,AR,SULPHUR SPRINGS
583,AR0041200,,AR,BETHEL HEIGHTS
584,AR0041300,CENTERTON POLICE DEPARTMENT,AR,CENTERTON
585,AR0041400,N WEST ARKANSAS COMM COLLEGE PD,AR,BENTONVILLE
586,AR0041600,LITTLE FLOCK POLICE DEPARTMENT,AR,ROGERS
587,AR0041700,,AR,
588,AR0042000,HIGHFILL POLICE DEPARTMENT,AR,GENTRY
589,AR0042100,BELLA VISTA POLICE DEPARTMENT,AR,BELLA VISTA
590,AR0050000,BOONE CO SO HARRISON,AR,HARRISON
591,AR0050100,HARRISON PD,AR,HARRISON
592,AR0050200,DIAMOND CITY PD,AR,DIAMOND CITY
593,AR0050500,,AR,
594,AR0060000,BRADLEY CO SO WARREN,AR,WARREN
595,AR0060100,WARREN PD,AR,WARREN
596,AR0060200,HERMITAGE POLICE DEPARTMENT,AR,HERMITAGE
597,AR0070000,CALHOUN CO SO HAMPTON,AR,HAMPTON
598,AR0070100,HAMPTON PD,AR,HAMPTON
599,AR0080000,CARROLL CO SO BERRYVILLE,AR,BERRYVILLE
600,AR0080100,BERRYVILLE PD,AR,BERRYVILLE
601,AR0080200,EUREKA SPRINGS PD,AR,EUREKA SPRINGS
602,AR0080300,GREEN FOREST PD,AR,GREEN FOREST
603,AR0090000,CHICOT CO SO LAKE VILLAGE,AR,LAKE VILLAGE
604,AR0090100,DERMOTT PD,AR,DERMOTT
605,AR0090200,EUDORA PD,AR,EUDORA
606,AR0090300,LAKE VILLAGE PD,AR,LAKE VILLAGE
607,AR0100000,CLARK CO SO ARKADELPHIA,AR,ARKADELPHIA
608,AR0100100,ARKADELPHIA PD,AR,ARKADELPHIA
609,AR0100200,GURDON PD,AR,GURDON
610,AR0100300,CADDO VALLEY PD,AR,ARKEDELPHIA
611,AR0100400,HENDERSON STATE UNIV CAMPUS SEC ARKADELPHIA,AR,ARKADELPHIA
612,AR0100500,,AR,AMITY
613,AR0110000,CLAY CO SO CORNING,AR,PIGGOTT
614,AR0110100,CORNING PD,AR,CORNING
615,AR0110200,PIGGOTT PD,AR,PIGGOTT
616,AR0120000,CLEBURNE CO SO HEBER SPRINGS,AR,HEBER SPRINGS
617,AR0120100,HEBER SPRINGS PD,AR,HEBER SPRINGS
618,AR0120200,QUITMAN PD,AR,QUITMAN
619,AR0120300,GREERS FERRY PD GREERS FERRY,AR,HIGDEN
620,AR0120400,,AR,
621,AR0130000,CLEVELAND CO SO RISON,AR,RISON
622,AR0130100,RISON PD,AR,RISON
623,AR0140000,COLUMBIA CO SO MAGNOLIA,AR,MAGNOLIA
624,AR0140100,MAGNOLIA PD,AR,MAGNOLIA
625,AR0140200,,AR,
626,AR0140500,SOUTHERN AR UNIVERSITY PD MAGNOLIA,AR,MAGNOLIA
627,AR0150000,CONWAY CO SO MORRILTON,AR,MORRILTON
628,AR0150100,MORRILTON PD,AR,MORRILTON
629,AR0150300,PLUMERVILLE POLICE DEPARTMENT PLUMERVILLE,AR,PLUMMERVILLE
630,AR0150400,MENIFEE,AR,MENIFEE
631,AR0150500,,AR,
632,AR0160000,CRAIGHEAD CO SO JONESBORO,AR,JONESBORO
633,AR0160100,JONESBORO PD,AR,JONESBORO
634,AR0160200,CARAWAY PD,AR,CARAWAY
635,AR0160300,LAKE CITY PD,AR,LAKE CITY
636,AR0160400,BAY PD,AR,BAY
637,AR0160500,ARKANSAS STATE UNIVERSITY PD STATE UNIVERSITY,AR,STATE UNIVERSITY
638,AR0160600,MONETTE PD,AR,MONETTE
639,AR0160700,BONO PD,AR,BONO
640,AR0161500,BROOKLAND,AR,BROOKLAND
641,AR0170000,CRAWFORD CO SO VAN BUREN,AR,VAN BUREN
642,AR0170100,VAN BUREN PD,AR,VAN BUREN
643,AR0170200,ALMA PD,AR,ALMA
644,AR0170300,MULBERRY PD MULBERRY,AR,MULBERRY
645,AR0170500,DYER,AR,DYER
646,AR0170600,,AR,
647,AR0171200,,AR,
648,AR0180000,CRITTENDEN CO SO MARION,AR,MARION
649,AR0180100,WEST MEMPHIS PD,AR,WEST MEMPHIS
650,AR0180200,EARLE PD,AR,EARLE
651,AR0180300,,AR,
652,AR0180400,MARION PD,AR,MARION
653,AR0181000,,AR,
654,AR0190000,CROSS CO SO WYNNE,AR,WYNNE
655,AR0190100,WYNNE PD,AR,WYNNE
656,AR0190200,PARKIN,AR,PARKIN
657,AR0190300,,AR,
658,AR0200000,DALLAS CO SO FORDYCE,AR,FORDYCE
659,AR0200100,FORDYCE PD,AR,FORDYCE
660,AR0210000,DESHA CO SO ARKANSAS CITY,AR,ARKANSAS CITY
661,AR0210100,MC GEHEE PD,AR,MCGEHEE
662,AR0210200,ARKANSAS CITY PD,AR,ARKANSAS CITY
663,AR0210300,DUMAS PD,AR,DUMAS
664,AR0220000,DREW CO SO MONTICELLO,AR,MONTICELLO
665,AR0220100,MONTICELLO PD,AR,MONTICELLO
666,AR0220300,DEPT OF PUBLIC SAFETY UNIV OF AR MONTICELLO,AR,MONTICELLO
667,AR0230000,FAULKNER CO SO CONWAY,AR,CONWAY
668,AR0230100,CONWAY PD,AR,CONWAY
669,AR0230200,GREENBRIER PD,AR,GREENBRIER
670,AR0230300,MAYFLOWER PD,AR,MAYFLOWER
671,AR0230400,VILONIA PD,AR,VILONIA
672,AR0230500,GUY PD,AR,GUY
673,AR0230600,UNIV OF CENTRAL ARKANSAS POLICE DEPARTMENT,AR,CONWAY
674,AR0240000,FRANKLIN CO SO OZARK,AR,OZARK
675,AR0240100,OZARK PD,AR,OZARK
676,AR0240200,CHARLESTON PD,AR,CHARLESTON
677,AR0240300,,AR,ALTUS
678,AR0250000,FULTON CO SO SALEM,AR,SALEM
679,AR0250100,SALEM PD,AR,SALEM
680,AR0250200,MAMMOTH SPRING POLICE DEPARTMENT,AR,MAMMOTH SPRING
681,AR0260000,GARLAND CO SO HOT SPRINGS,AR,HOT SPRINGS
682,AR0260100,HOT SPRINGS PD,AR,HOT SPRINGS
683,AR0260300,MOUNTAIN PINE POLICE DEPARTMENT,AR,MOUNTAIN PINE
684,AR0270000,GRANT CO SO SHERIDAN,AR,SHERIDAN
685,AR0270100,SHERIDAN PD,AR,SHERIDAN
686,AR0280000,GREENE CO SO PARAGOULD,AR,PARAGOULD
687,AR0280100,PARAGOULD PD,AR,PARAGOULD
688,AR0280200,MARMADUKE POLICE DEPARTMENT,AR,MARMADUKE
689,AR0290000,HEMPSTEAD CO SO HOPE,AR,HOPE
690,AR0290100,HOPE PD,AR,HOPE
691,AR0300000,HOT SPRING CO SO MALVERN,AR,MALVERN
692,AR0300100,MALVERN PD,AR,MALVERN
693,AR0300300,ROCKPORT POLICE DEPARTMENT,AR,ROCKPORT
694,AR0310000,HOWARD CO SO NASHVILLE,AR,NASHVILLE
695,AR0310100,NASHVILLE PD,AR,NASHVILLE
696,AR0310200,DIERKS PD,AR,DIERKS
697,AR0310400,MINERAL SPRINGS POLICE DEPARTMENT,AR,MINERAL SPRINGS
698,AR0320000,INDEPENDENCE CO SO BATESVILLE,AR,BATESVILLE
699,AR0320100,BATESVILLE POLICE DEPARTMENT,AR,BATESVILLE
700,AR0320200,NEWARK PD,AR,NEWARK
701,AR0320300,16TH JUDICIAL DISTRICT DRUG TASK FOR BATESVILLE,AR,NEWARK
702,AR0330000,IZARD CO SO MELBOURNE,AR,MELBOURNE
703,AR0330200,HORSESHOE BEND PD,AR,HORSESHOE BEND
704,AR0340000,JACKSON CO SO NEWPORT,AR,NEWPORT
705,AR0340100,NEWPORT PD,AR,NEWPORT
706,AR0340200,TUCKERMAN PD,AR,TUCKERMAN
707,AR0340300,DIAZ PD,AR,DIAZ
708,AR0340600,SWIFTON POLICE DEPARTMENT,AR,SWIFTON
709,AR0340700,,AR,NEWPORT
710,AR0350000,JEFFERSON CO SO PINE BLUFF,AR,PINE BLUFF
711,AR0350100,PINE BLUFF PD,AR,PINE BLUFF
712,AR0350200,WHITE HALL PD,AR,WHITE HALL
713,AR0350300,REDFIELD PD,AR,REDFIELD
714,AR0350400,DPS UNIVERSITY OF ARKANSASAT PINE BLUFF,AR,PINE BLUFF
715,AR0350600,ALTHEIMER POLICE DEPARTMENT ALTHEIMER,AR,ALTHEIMER
716,AR0360000,JOHNSON CO SO CLARKSVILLE,AR,CLARKSVILLE
717,AR0360100,CLARKSVILLE PD,AR,CLARKSVILLE
718,AR0360300,LAMAR POLICE DEPARTMENT,AR,LAMAR
719,AR0370000,LAFAYETTE CO SO LEWISVILLE,AR,LEWISVILLE
720,AR0370200,STAMPS PD,AR,STAMPS
721,AR0370300,LEWISVILLE PD,AR,LEWISVILLE
722,AR0380000,LAWRENCE CO SO WALNUT RIDGE,AR,WALNUT RIDGE
723,AR0380100,WALNUT RIDGE PD,AR,WALNUT RIDGE
724,AR0380200,HOXIE PD,AR,HOXIE
725,AR0380400,RAVENDEN POLICE DEPARTMENT,AR,RAVENDEN
726,AR0380500,,AR,BLACK ROCK
727,AR0390000,LEE CO SO MARIANNA,AR,MARIANNA
728,AR0390100,MARIANNA PD,AR,MARIANNA
729,AR0400000,LINCOLN CO SO STAR CITY,AR,STAR CITY
730,AR0400100,GOULD PD,AR,GOULD
731,AR0400200,STAR CITY PD,AR,STAR CITY
732,AR0400300,GRADY PD,AR,GRADY
733,AR0410000,LITTLE RIVER CO SO ASHDOWN,AR,ASHDOWN
734,AR0410100,ASHDOWN PD,AR,ASHDOWN
735,AR0410200,FOREMAN PD,AR,FOREMAN
736,AR0420000,LOGAN CO SO PARIS,AR,PARIS
737,AR0420100,BOONEVILLE PD,AR,BOONEVILLE
738,AR0420200,PARIS PD,AR,PARIS
739,AR0420300,,AR,
740,AR0430000,LONOKE CO SO LONOKE,AR,LONOKE
741,AR0430100,ENGLAND PD,AR,ENGLAND
742,AR0430200,CABOT PD,AR,CABOT
743,AR0430300,CARLISLE PD,AR,CARLISLE
744,AR0430400,LONOKE PD,AR,LONOKE
745,AR0430500,AUSTIN PD,AR,AUSTIN
746,AR0430600,WARD PD WARD,AR,WARD
747,AR0440000,MADISON CO SO HUNTSVILLE,AR,HUNTSVILLE
748,AR0440100,HUNTSVILLE PD,AR,HUNTSVILLE
749,AR0450000,MARION CO SO YELLVILLE,AR,YELLVILLE
750,AR0450100,YELLVILLE PD,AR,YELLVILLE
751,AR0450200,BULL SHOALS PD,AR,BULL SHOALS
752,AR0450300,FLIPPIN POLICE DEPARTMENT FLIPPIN,AR,FLIPPIN
753,AR0460000,MILLER CO SO TEXARKANA,AR,TEXARKANA
754,AR0460100,TEXARKANA PD,AR,TEXARKANA
755,AR0470000,SHERIFFS OFFICE LUXORA,AR,LUXORA
756,AR0470100,BLYTHEVILLE PD,AR,BLYTHEVILLE
757,AR0470200,OSCEOLA PD,AR,OSCEOLA
758,AR0470300,LEACHVILLE PD,AR,LEACHVILLE
759,AR0470500,LUXORA PD,AR,LUXORA
760,AR0470600,,AR,
761,AR0470700,GOSNELL POLICE DEPARTMENT GOSNELL,AR,BLYTHEVILLE
762,AR0470800,KEISER POLICE DEPARTMENT,AR,KEISER
763,AR0470900,DELL POLICE DEPARTMENT,AR,DELL
764,AR0471000,ETOWAH POLICE DEPARTMENT,AR,ETOWAH
765,AR0480000,MONROE CO SO CLARENDON,AR,CLARENDON
766,AR0480100,BRINKLEY PD,AR,BRINKLEY
767,AR0480200,CLARENDON PD,AR,CLARENDON
768,AR0480300,HOLLY GROVE PD,AR,HOLLY GROVE
769,AR0490000,MONTGOMERY CO SO MOUNT IDA,AR,MT. IDA
770,AR0500000,NEVADA CO SO PRESCOTT,AR,PRESCOTT
771,AR0500100,PRESCOTT PD,AR,PRESCOTT
772,AR0510000,NEWTON CO SO JASPER,AR,JASPER
773,AR0510100,,AR,JASPER
774,AR0520000,OUACHITA CO SO CAMDEN,AR,CAMDEN
775,AR0520100,CAMDEN PD,AR,CAMDEN
776,AR0520200,BEARDEN PD,AR,BEARDEN
777,AR0520300,STEPHENS PD,AR,STEPHENS
778,AR0520600,SOUTHERN ARKANSAS UNIVERSITY TECH,AR,CAMDEN
779,AR0530000,PERRY CO SO PERRYVILLE,AR,PERRYVILLE
780,AR0530100,PERRYVILLE POLICE DEPARTMENT PERRYVILLE,AR,PERRYVILLE
781,AR0540000,PHILLIPS CO SO HELENA,AR,HELENA
782,AR0540100,HELENA WEST HELENA PD,AR,HELENA
783,AR0540200,WEST HELENA PD,AR,WEST HELENA
784,AR0540300,MARVELL PD,AR,MARVELL
785,AR0540400,ELAINE PD,AR,ELAINE
786,AR0550000,PIKE CO SO MURFREESBORO,AR,MURFREESBORO
787,AR0550100,MURFREESBORO PD,AR,MURFREESBORO
788,AR0550200,GLENWOOD PD,AR,GLENWOOD
789,AR0560000,POINSETT CO SO HARRISBURG,AR,HARRISBURG
790,AR0560100,MARKED TREE PD,AR,MARKED TREE
791,AR0560200,TRUMANN PD,AR,TRUMANN
792,AR0560300,HARRISBURG PD,AR,HARRISBURG
793,AR0560400,LEPANTO PD,AR,LEPANTO
794,AR0560500,TYRONZA PD,AR,TYRONZA
795,AR0560700,WEINER POLICE DEPARTMENT,AR,WEINER
796,AR0570000,POLK CO SO MENA,AR,MENA
797,AR0570100,MENA PD,AR,MENA
798,AR0580000,POPE CO SO RUSSELLVILLE,AR,RUSSELLVILLE
799,AR0580100,RUSSELLVILLE PD,AR,RUSSELLVILLE
800,AR0580200,ATKINS PD,AR,ATKINS
801,AR0580400,DPS ARK TECH U RUSSELLVILLE,AR,RUSSELLVILLE
802,AR0580700,DOVER POLICE DEPARTMENT DOVER,AR,DOVER
803,AR0580900,HECTOR POLICE DEPARTMENT,AR,HECTOR
804,AR0581000,POTTSVILLE POLICE DEPARTMENT,AR,POTTSVILLE
805,AR0581900,,AR,
806,AR0590000,PRAIRIE CO SO DES ARC,AR,DES ARC
807,AR0590100,HAZEN PD,AR,HAZEN
808,AR0590200,DES ARC PD,AR,DES ARC
809,AR0590300,DE VALLS BLUFF,AR,DE VALLS BLUFF
810,AR0600000,PULASKI CO SO LITTLE ROCK,AR,LITTLE ROCK
811,AR0600100,JACKSONVILLE PD,AR,JACKSONVILLE
812,AR0600200,LITTLE ROCK PD,AR,LITTLE ROCK
813,AR0600300,NORTH LITTLE ROCK PD,AR,NORTH LITTLE ROCK
814,AR0600400,SHERWOOD PD,AR,SHERWOOD
815,AR0600500,UNIV OF ARKANSAS DPS LITTLE ROCK,AR,LITTLE ROCK
816,AR0600600,,AR,
817,AR0600700,,AR,ALEXANDER
818,AR0600800,CAMMACK VILLAGE PD LITTLE ROCK,AR,LITTLE ROCK
819,AR0600900,UNIV OF ARKANSAS MED SCI CAMP DPS LITTLE ROCK,AR,LITTLE ROCK
820,AR0601400,CAMP ROBINSON PD AR NAT'L GRD NORTH LITTLE ROCK,AR,NORTH LITTLE ROCK
821,AR0601500,"HIGHWAY POLICE, LITTLE ROCK",AR,
822,AR0601600,MAUMELLE DEPARTMENT OF PUBLIC SAFETY MAUMELLE,AR,MAUMELLE
823,AR0601700,STATE CAPITOL POLICE LITTLE ROCK,AR,LITTLE ROCK
824,AR0601800,GAME & FISH COMMISSION,AR,
825,AR0610000,RANDOLPH CO SO POCAHONTAS,AR,POCAHONTAS
826,AR0610100,POCAHONTAS PD,AR,POCAHONTAS
827,AR0620000,ST FRANCIS CO SO FORREST CITY,AR,FORREST CITY
828,AR0620100,FORREST CITY PD,AR,FORREST CITY
829,AR0620200,HUGHES,AR,HUGHES
830,AR0620600,CITY OF MADISON POLICE DEPARTMENT,AR,MADISON
831,AR0630000,SALINE CO SO BENTON,AR,BENTON
832,AR0630100,BENTON PD,AR,BENTON
833,AR0630200,BRYANT PD,AR,BRYANT
834,AR0630300,,AR,
835,AR0630400,,AR,SHANNON HILLS
836,AR0640000,SCOTT CO SO WALDRON,AR,WALDRON
837,AR0640100,WALDRON PD,AR,WALDRON
838,AR0650000,SEARCY CO SO MARSHALL,AR,MARSHALL
839,AR0650100,,AR,
840,AR0660000,SEBASTIAN CO SO FORT SMITH,AR,FORT SMITH
841,AR0660100,FORT SMITH PD,AR,FORT SMITH
842,AR0660200,GREENWOOD PD,AR,GREENWOOD
843,AR0660300,BARLING PD,AR,BARLING
844,AR0660600,,AR,
845,AR0660700,MANSFIELD POLICE DEPARTMENT MANSFIELD,AR,MANSFIELD
846,AR0661200,,AR,LAVACA
847,AR0661700,,AR,
848,AR0661900,,AR,
849,AR0670000,SEVIER CO SO DE QUEEN,AR,DEQUEEN
850,AR0670100,DE QUEEN PD,AR,DE QUEEN
851,AR0680000,SHERIFF'S OFFICE ASH FLAT,AR,ASH FLAT
852,AR0680100,CAVE CITY PD,AR,CAVE CITY
853,AR0680200,HARDY POLICE DEPARTMENT HARDY,AR,HARDY
854,AR0680300,ASH FLAT POLICE DEPARTMENT ASH FLAT,AR,ASH FLAT
855,AR0680400,CHEROKEE VILLAGE POLICE DEPARTMENT,AR,CHEROKEE VILLAGE
856,AR0680600,HIGHLAND POLICE DEPARTMENT,AR,HIGHLAND
857,AR0690000,STONE CO SO MOUNTAIN VIEW,AR,MOUNTAIN VIEW
858,AR0690100,MOUNTAIN VIEW PD,AR,MOUNTAIN VIEW
859,AR0700000,UNION CO SO EL DORADO,AR,EL DORADO
860,AR0700100,EL DORADO PD,AR,EL DORADO
861,AR0700200,SMACKOVER PD,AR,SMACKOVER
862,AR0710000,VAN BUREN CO SO CLINTON,AR,CLINTON
863,AR0710100,FAIRFIELD BAY POLICE DEPARTMENT,AR,FAIRFIELD BAY
864,AR0710200,CLINTON PD,AR,CLINTON
865,AR0710300,,AR,DAMASCUS
866,AR0720000,WASHINGTON CO SO FAYETTEVILLE,AR,FAYETTEVILLE
867,AR0720100,FAYETTEVILLE PD,AR,FAYETTEVILLE
868,AR0720200,SPRINGDALE PD,AR,SPRINGDALE
869,AR0720300,PRAIRIE GROVE PD,AR,PRAIRIE GROVE
870,AR0720400,UNIV OF ARKANSAS PD FAYETTEVILLE,AR,FAYETTEVILLE
871,AR0720500,FARMINGTON PD,AR,FARMINGTON
872,AR0720600,LINCOLN PD,AR,LINCOLN
873,AR0720700,GREENLAND PD,AR,GREENLAND
874,AR0720800,WEST FORK PD,AR,WEST FORK
875,AR0720900,JOHNSON PD,AR,JOHNSON
876,AR0721000,ELKINS PD,AR,ELKINS
877,AR0730000,WHITE CO SO SEARCY,AR,SEARCY
878,AR0730100,SEARCY PD,AR,SEARCY
879,AR0730200,BALD KNOB PD,AR,BALD KNOB
880,AR0730300,BEEBE PD,AR,BEEBE
881,AR0730400,KENSETT PD,AR,KENSETT
882,AR0730500,PANGBURN PD,AR,PANGBURN
883,AR0730600,ROSE BUD PD,AR,ROSE BUD
884,AR0730700,JUDSONIA PD,AR,JUDSONIA
885,AR0730800,BRADFORD PD,AR,BRADFORD
886,AR0730900,HIGGINSON PD,AR,HIGGINSON
887,AR0731000,MCRAE PD MCRAE,AR,MC RAE
888,AR0731200,ARKANSAS STATE UNIVERSITY BEEBE BRANCH BEEBE,AR,BEEBE
889,AR0740000,WOODRUFF CO SO AUGUSTA,AR,AUGUSTA
